,zpid,price,priceLabel,beds,baths,area,statusType,statusText,isFavorite,isUserClaimingOwner,isUserConfirmedClaim,imgSrc,hasImage,visited,listingType,shouldShowZestimateAsPrice,detailUrl,pgapt,sgapt,has3DModel,hasVideo,isHomeRec,address,info3String,info1String,brokerName,hasAdditionalAttributions,isFeaturedListing,isShowcaseListing,availabilityDate,timeOnZillow,latLong_latitude,latLong_longitude,variableData_type,variableData_text,variableData_data_isFresh,hdpData_homeInfo_zpid,hdpData_homeInfo_zipcode,hdpData_homeInfo_city,hdpData_homeInfo_state,hdpData_homeInfo_latitude,hdpData_homeInfo_longitude,hdpData_homeInfo_price,hdpData_homeInfo_datePriceChanged,hdpData_homeInfo_bathrooms,hdpData_homeInfo_bedrooms,hdpData_homeInfo_livingArea,hdpData_homeInfo_homeType,hdpData_homeInfo_homeStatus,hdpData_homeInfo_daysOnZillow,hdpData_homeInfo_isFeatured,hdpData_homeInfo_shouldHighlight,hdpData_homeInfo_zestimate,hdpData_homeInfo_rentZestimate,hdpData_homeInfo_listing_sub_type_is_FSBA,hdpData_homeInfo_priceReduction,hdpData_homeInfo_isUnmappable,hdpData_homeInfo_isPreforeclosureAuction,hdpData_homeInfo_homeStatusForHDP,hdpData_homeInfo_priceForHDP,hdpData_homeInfo_priceChange,hdpData_homeInfo_isNonOwnerOccupied,hdpData_homeInfo_isPremierBuilder,hdpData_homeInfo_isZillowOwned,hdpData_homeInfo_currency,hdpData_homeInfo_country,hdpData_homeInfo_taxAssessedValue,hdpData_homeInfo_lotAreaValue,hdpData_homeInfo_lotAreaUnit,hdpData_homeInfo_listing_sub_type_is_openHouse,hdpData_homeInfo_listing_sub_type_is_comingSoon,hdpData_homeInfo_openHouse,hdpData_homeInfo_open_house_info_open_house_showing,variableData,hdpData_homeInfo_listing_sub_type_is_newHome,hdpData_homeInfo_newConstructionType,hdpData_homeInfo_videoCount,communityName,isPropertyResultCDP,style,isCdpResult,unitCount,hdpData_homeInfo_group_type,hdpData_homeInfo_priceSuffix,hdpData_homeInfo_providerListingID,hdpData_homeInfo_unit,hdpData_homeInfo_listing_sub_type_is_bankOwned,schools_rating,school_district,num_stories,year_built,year_renovated,sq_ft_finished,total_sq_ft,lot_sq_ft,taxable_land_value,taxable_improvement_value,county_name,basement_information_BASEMENT_SQUARE_FEET,basement_information_BASEMENT_FINISH_CODE,basement_information_BASEMENT_TYPE_CODE,bathroom_information_FULL_BATHS,bathroom_information_HALF_BATHS,heating_&_cooling_HEATING_TYPE_CODE,room_information_TOTAL_ROOMS,exterior_information_CONDITION_CODE,exterior_information_STYLE_CODE,exterior_information_CONSTRUCTION_TYPE_CODE,exterior_information_BUILDING_QUALITY_CODE,exterior_information_EXTERIOR_WALL_CODE,exterior_information_ROOF_COVER_CODE,exterior_information_ROOF_TYPE_CODE,exterior_information_BUILDING_CODE,property_information_SUBDIVISION_NAME,property_information_LIVING_SQUARE_FEET,property_information_GROUND_FLOOR_SQUARE_FEET,property_information_BUILDING_SQUARE_FEET,property_information_STORIES_NUMBER,property_information_STORIES_CODE,property_information_LEGAL_DESCRIPTION,parking_&_garage_information_PARKING_TYPE,parking_&_garage_information_GARAGE_PARKING_SQUARE_FEET,parking_&_garage_information_GARAGE_CODE,lot_information_NUMBER_OF_BUILDINGS,lot_information_LAND_SQUARE_FOOTAGE,lot_information_LEGAL_LOT_NUMBER,lot_information_LEGAL_BLOCK_NUMBER,lot_information_MUNICIPALITY_NAME,lot_information_ACRES,lot_information_COUNTY_USE_DESCRIPTION,assessor_information_ASSESSED_YEAR,assessor_information_TAX_AREA,heating_&_cooling_AIR_CONDITIONING_CODE,fireplace_information_FIREPLACE_INDICATOR,property_information_ADJUSTED_GROSS_SQUARE_FEET,parking_&_garage_information_PARKING_SPACES,lot_information_ZONING_CODE,lot_information_STATE_USE_DESCRIPTION,bathroom_information_THREE_QUARTERS_BATHS,fireplace_information_NUMBER_OF_FIREPLACES,location_information_LOCATION_INFLUENCE_CODE,fireplace_information_FIREPLACE_TYPE_CODE,exterior_information_BUILDING_IMPROVEMENT_CODE,pool_information_POOL_CODE,pool_information_POOL_INDICATOR,lot_information_DEPTH_FOOTAGE,lot_information_FRONT_FOOTAGE,bathroom_information_BATH_FIXTURES,heating_&_cooling_FUEL_CODE,property_information_GROSS_SQUARE_FEET,utility_information_UTILITIES_CODE,property_information_SA_LGL_DSCRPTN,property_information_SA_CONSTRUCTION_CODE,property_information_SA_HEATING_COOLING,property_information_SA_FIREPLACE_CODE,property_information_SA_GARAGE_CARPORT,property_information_SA_NBR_UNITS,exterior_information_FOUNDATION_CODE,utility_information_SEWER_CODE,utility_information_WATER_CODE
444,13769143,"$559,900",$560K,4.0,2.0,2083.0,FOR_SALE,House for sale,False,False,False,https://photos.zillowstatic.com/fp/43c15bd88c8ce9c358df6e9792b496b2-p_e.jpg,True,False,,False,/homedetails/5310-W-4th-Ave-Lakewood-CO-80226/13769143_zpid/,ForSale,For Sale (Broker),False,False,False,5310 W 4th Ave Lakewood CO 80226,https://photos.zillowstatic.com/fp/8dd1dd7033ea7ca8cc1a403da3dafc72-zillow_web_inf_14.jpg,MLS ID #8238274,HomeSmart,True,False,False,,2787188484,39.722885,-105.05534,,,,13769143,80226,Lakewood,CO,39.722885,-105.05534,559900.0,1673769600000.0,2.0,4.0,2083.0,SINGLE_FAMILY,FOR_SALE,-1,False,False,571631.0,3336.0,True,,False,False,FOR_SALE,559900.0,-15100.0,True,False,False,USD,USA,325084.0,6153.0,sqft,,,,,,,,,,,,,,,,,,,4.7,Jefferson County R-1 School District,1.0,1956.0,1956.0,897.0,897.0,6153.0,9624.0,12969.0,Jefferson County,897,Finished,Partial Finished,1,,Forced Air,,,Ranch,Masonry,Average,,,,Single Family,TILLETS,897,897,"2,213",1,1,SECTION 12 TOWNSHIP 04 RANGE 69 QTR NE SUBDIVISIONCD 750400 SUBDIVISIONNAME TILLETS BLOCK LOT 0003 SIZE: 6153 TRACT 00C VALUE: .141,Attached Garage,419,Attached,1,"6,153",3,,,0.1413,,2022,,,,"1,794",,,IMPROVED RESID LAND,1,,,,Ranch,,,,,,,,,,,,,,,,,
445,13750398,"$450,000",$450K,1.0,1.0,1260.0,FOR_SALE,House for sale,False,False,False,https://photos.zillowstatic.com/fp/3e43f5de991c3b895a3df67e8d56bcb5-p_e.jpg,True,False,,False,/homedetails/1130-Noble-St-Golden-CO-80401/13750398_zpid/,ForSale,For Sale (Broker),False,False,False,1130 Noble St Golden CO 80401,https://photos.zillowstatic.com/fp/8dd1dd7033ea7ca8cc1a403da3dafc72-zillow_web_inf_14.jpg,MLS ID #5698283,Brix Real Estate LLC,True,False,False,,2789418484,39.735027,-105.17812,,,,13750398,80401,Golden,CO,39.735027,-105.17812,450000.0,,1.0,1.0,1260.0,SINGLE_FAMILY,FOR_SALE,-1,False,False,457200.0,2225.0,True,,False,False,FOR_SALE,450000.0,,True,False,False,USD,USA,365780.0,0.28489439853076215,acres,,,,,,,,,,,,,,,,,,,6.5,Jefferson County R-1 School District,1.0,1961.0,1972.0,1260.0,1260.0,12410.0,10104.0,15318.0,Jefferson County,,,,1,,Forced Air,,,Ranch,Masonry,Average,,,,Single Family,,"1,260","1,260","1,260",1,1,SECTION 01 TOWNSHIP 04 RANGE 70 QTR NW SIZE: 12410 VALUE: .285 KEY=121,,,,1,"12,410",,,,0.2849,,2022,,,,,,RC-1,IMPROVED RESID LAND,,,,,Ranch,,,,,,,,,,,,,,,,,
446,13026291,"$1,195,000",$1.20M,2.0,1.0,1302.0,FOR_SALE,House for sale,False,False,False,https://photos.zillowstatic.com/fp/4485c6aa5fa7b4a5077637bb5889da8e-p_e.jpg,True,False,,False,/homedetails/3390-W-63rd-Ave-Denver-CO-80221/13026291_zpid/,ForSale,For Sale (Broker),False,False,False,3390 W 63rd Ave Denver CO 80221,https://photos.zillowstatic.com/fp/8dd1dd7033ea7ca8cc1a403da3dafc72-zillow_web_inf_14.jpg,MLS ID #7908864,"Premier Choice Realty, LLC",True,False,False,,2881482484,39.810272,-105.03202,,,,13026291,80221,Denver,CO,39.810272,-105.03202,1195000.0,,1.0,2.0,1302.0,SINGLE_FAMILY,FOR_SALE,-1,False,False,1109900.0,5334.0,True,,False,False,FOR_SALE,1195000.0,,True,False,False,USD,USA,371535.0,1.0489,acres,,,,,,,,,,,,,,,,,,,3.8,Westminster 50 School District,1.0,1951.0,1951.0,1302.0,1302.0,13939.0,4870.0,20960.0,Adams County,,,,,,Forced Air,6,Average,Ranch,Frame,Fair,Frame Siding,,Gable,Residential,,"1,302","1,302","1,302",1,,DESC: COM AT A PT ON S LN OF W 63RD AVE BEING 200 FT S AND 45 FT E OF THE NW4 COR SE4 NW4 NW4 SEC 8 TH E ALG S LN 63RD AVE A DIST OF 90 FT TH S 150 FT TH W 90 FT TH N 150 FT TO BEG,Detached Garage,440,Detached,1,"13,939",45,,,0.32,SINGLE FAMILY RESID,2022,,Central,,"1,302",,R-1-C,,,,,,,,,,,,,,,,,,,,,,,
447,13775438,"$559,900",$560K,5.0,3.0,2308.0,FOR_SALE,House for sale,False,False,False,https://photos.zillowstatic.com/fp/353256c657a6b2c26381b85250d4acc2-p_e.jpg,True,False,,False,/homedetails/512-S-Union-Blvd-Lakewood-CO-80228/13775438_zpid/,ForSale,For Sale (Broker),False,False,False,512 S Union Blvd Lakewood CO 80228,https://photos.zillowstatic.com/fp/8dd1dd7033ea7ca8cc1a403da3dafc72-zillow_web_inf_14.jpg,MLS ID #9536950,RE/MAX ALLIANCE,True,False,False,,2972127885,39.70693,-105.13113,PRICE_REDUCTION,"$15,100 (Apr 20)",,13775438,80228,Lakewood,CO,39.70693,-105.13113,559900.0,1681974000000.0,3.0,5.0,2308.0,SINGLE_FAMILY,FOR_SALE,-1,False,False,574506.0,3099.0,True,"$15,100 (Apr 20)",False,False,FOR_SALE,559900.0,-15100.0,True,False,False,USD,USA,414525.0,9395.0,sqft,,,,,,,,,,,,,,,,,,,6.5,Jefferson County R-1 School District,1.0,1961.0,1970.0,1154.0,1154.0,9395.0,12299.0,16510.0,Jefferson County,"1,154",Finished,Finished,1,,Forced Air,,,Ranch,Masonry,Average,,,,Single Family,GREEN MOUNTAIN VILLAGE FLG # 2,"1,154","1,154","2,607",1,1,SECTION 17 TOWNSHIP 04 RANGE 69 QTR NE SUBDIVISIONCD 308800 SUBDIVISIONNAME GREEN MOUNTAIN VILLAGE FLG # 2 BLOCK 015 LOT 0009 SIZE: 9395 TRACT VALUE: .216,Attached Garage,299,Attached,1,"9,395",9,15,,0.2157,,2022,,Evaporative,,"2,308",,,IMPROVED RESID LAND,2,,,,Ranch,,,,,,,,,,,,,,,,,
448,13315204,"$849,900",$850K,2.0,1.0,844.0,FOR_SALE,House for sale,False,False,False,https://photos.zillowstatic.com/fp/6ac68a742a5ddbae564a00b08ac633d4-p_e.jpg,True,False,,False,/homedetails/2028-Meade-St-Denver-CO-80211/13315204_zpid/,ForSale,For Sale (Broker),False,False,False,2028 Meade St Denver CO 80211,https://photos.zillowstatic.com/fp/8dd1dd7033ea7ca8cc1a403da3dafc72-zillow_web_inf_14.jpg,MLS ID #2995816,Your Castle Real Estate Inc,True,False,False,,3137638485,39.748177,-105.03547,PRICE_REDUCTION,"$50,100 (Mar 31)",,13315204,80211,Denver,CO,39.748177,-105.03547,849900.0,1680246000000.0,1.0,2.0,844.0,SINGLE_FAMILY,FOR_SALE,-1,False,False,862063.0,2250.0,True,"$50,100 (Mar 31)",False,False,FOR_SALE,849900.0,-50100.0,True,False,False,USD,USA,628100.0,6730.0,sqft,,,,,,,,,,,,,,,,,,,4.4,Denver County 1 School District,1.0,1951.0,,844.0,844.0,6730.0,43580.0,70.0,Denver County,,,,1,,Warm Air,4,Average,,,Average,Brick,,,,HIGHLAND,844,844,844,1,,L 8 &amp; S 13FT OF L 7 &amp; N 15FT OF L 9 BLK 12 HIGHLAND VIEWSUB,Detached Frame Garage,750,Detached Frame,1,"6,730",8,12,DENVER,0.1545,SINGLE FAMILY RESIDENT,2022,DENVER,Central,,844,,U-SU-C,,,,,,,,,,,5,Gas,844,Public,,,,,,,,,
449,337665188,"$575,000",$575K,3.0,3.0,1470.0,FOR_SALE,House for sale,False,False,False,https://photos.zillowstatic.com/fp/24703fb4db9b573f237c17658b9bc718-p_e.jpg,True,False,,False,/homedetails/550-S-Raleigh-St-Denver-CO-80219/337665188_zpid/,ForSale,For Sale (Broker),False,False,False,550 S Raleigh St Denver CO 80219,https://photos.zillowstatic.com/fp/8dd1dd7033ea7ca8cc1a403da3dafc72-zillow_web_inf_14.jpg,MLS ID #7630380,MODUS Real Estate,True,False,False,,3137757485,39.707012,-105.041855,PRICE_REDUCTION,"$25,000 (Apr 18)",,337665188,80219,Denver,CO,39.707012,-105.041855,575000.0,1681801200000.0,3.0,3.0,1470.0,SINGLE_FAMILY,FOR_SALE,-1,False,False,575004.0,2643.0,True,"$25,000 (Apr 18)",False,False,FOR_SALE,575000.0,-25000.0,True,False,False,USD,USA,65900.0,3475.0,sqft,,,,,,,,,,,,,,,,,,,3.5,Denver County 1 School District,1.0,1928.0,,1628.0,1628.0,6950.0,4550.0,30.0,Denver County,,,,1,1,Warm Air,6,Average,,,Average,Brick,,,,BELMONT PARK,"1,628","1,628","1,628",1,,BELMONT PARK BLOCK 29 WEST 69.01FT LOTS 14 &amp; 15,On and Off Street,,,1,"6,950",14,29,DENVER,0.1596,MISC RESID IMPS,2022,DENVER,,,"1,628",,E-TU-C,,,,,,,,,,,7,Gas,"1,628",Public,,,,,,,,,
450,13777468,"$1,450,000",$1.45M,4.0,4.0,4325.0,FOR_SALE,House for sale,False,False,False,https://photos.zillowstatic.com/fp/da9753c04c961165d39604d965c208b6-p_e.jpg,True,False,,False,/homedetails/14159-W-Center-Dr-Lakewood-CO-80228/13777468_zpid/,ForSale,For Sale (Broker),False,False,False,14159 W Center Dr Lakewood CO 80228,https://photos.zillowstatic.com/fp/8dd1dd7033ea7ca8cc1a403da3dafc72-zillow_web_inf_14.jpg,MLS ID #1805264,Aspen Grove Real Estate Group,True,False,False,,3195476485,39.70673,-105.1584,PRICE_REDUCTION,"$45,000 (Apr 20)",,13777468,80228,Lakewood,CO,39.70673,-105.1584,1450000.0,1681974000000.0,4.0,4.0,4325.0,SINGLE_FAMILY,FOR_SALE,-1,False,False,1450008.0,6366.0,True,"$45,000 (Apr 20)",False,False,FOR_SALE,1450000.0,-45000.0,True,False,False,USD,USA,692582.0,0.2670569329660239,acres,,,,,,,,,,,,,,,,,,,5.8,Jefferson County R-1 School District,2.0,1982.0,1983.0,2593.0,2593.0,11633.0,19322.0,28812.0,Jefferson County,"1,229",Finished,Partial Finished,1,1,Forced Air,,,,Wood,Good,,,,Single Family,GREEN MOUNTAIN FLG # 8,"2,593","1,562","4,798",2,2,SECTION 18 TOWNSHIP 04 RANGE 69 SUBDIVISIONCD 302600 SUBDIVISIONNAME GREEN MOUNTAIN FLG # 8 BLOCK LOT 0088 SIZE: 11633 TRACT 00A VALUE: .267,Attached Garage,976,Attached,1,"11,633",88,,,0.2671,,2022,,Central and Unit,Has Fireplace,"3,822",,,IMPROVED RESID LAND,1,1,,,,,,,,,,,,,,,,,,,,
451,58685900,"$485,000",$485K,3.0,2.0,1219.0,FOR_SALE,House for sale,False,False,False,https://photos.zillowstatic.com/fp/8d4de94a25e05034b070644b5266a88c-p_e.jpg,True,False,,False,/homedetails/400-N-Sheridan-Blvd-Denver-CO-80219/58685900_zpid/,ForSale,For Sale (Broker),False,False,False,400 N Sheridan Blvd Denver CO 80219,https://photos.zillowstatic.com/fp/8dd1dd7033ea7ca8cc1a403da3dafc72-zillow_web_inf_14.jpg,MLS ID #9886579,Professional Brokers Group,True,False,False,,3559342486,39.72231,-105.05287,PRICE_REDUCTION,"$14,000 (Apr 20)",,58685900,80219,Denver,CO,39.72231,-105.05287,485000.0,1681974000000.0,2.0,3.0,1219.0,SINGLE_FAMILY,FOR_SALE,-1,False,False,491940.0,2400.0,True,"$14,000 (Apr 20)",False,False,FOR_SALE,485000.0,-14000.0,True,False,False,USD,USA,299800.0,8480.0,sqft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452,13761240,"$1,375,000",$1.38M,6.0,4.0,4018.0,FOR_SALE,House for sale,False,False,False,https://photos.zillowstatic.com/fp/3fbf96688b8e23acd181d5be1ce2bb31-p_e.jpg,True,False,,False,/homedetails/765-Crescent-Ln-Lakewood-CO-80214/13761240_zpid/,ForSale,For Sale (Broker),False,False,False,765 Crescent Ln Lakewood CO 80214,https://photos.zillowstatic.com/fp/8dd1dd7033ea7ca8cc1a403da3dafc72-zillow_web_inf_14.jpg,MLS ID #5188118,"Berkshire Hathaway HomeServices Colorado Real Estate, LLC",True,False,False,,3821534486,39.727524,-105.07662,,,,13761240,80214,Lakewood,CO,39.727524,-105.07662,1375000.0,,4.0,6.0,4018.0,SINGLE_FAMILY,FOR_SALE,-1,False,False,1375013.0,5671.0,True,,False,False,FOR_SALE,1375000.0,,True,False,False,USD,USA,601676.0,0.41,acres,,,,,,,,,,,,,,,,,,,4.8,Jefferson County R-1 School District,,1957.0,1957.0,2842.0,2842.0,17673.0,12590.0,29227.0,Jefferson County,"1,176",,,1,,Hot Water,,,Split Level,Masonry,Average,,,,Single Family,GREEN ACRES AMD,"2,842","2,009","4,458",,Split Level,SECTION 02 TOWNSHIP 04 RANGE 69 QTR SE SUBDIVISIONCD 296200 SUBDIVISIONNAME GREEN ACRES AMD BLOCK LOT 0050 SIZE: 17673 TRACT VALUE: .406,Attached Garage,440,Attached,1,"17,673",50,,,0.4057,,2022,,,Has Fireplace,"4,018",,,IMPROVED RESID LAND,3,2,,,,,,,,,,,,,,,,,,,,
453,13027358,"$669,000",$669K,4.0,2.0,2814.0,FOR_SALE,House for sale,False,False,False,https://photos.zillowstatic.com/fp/be44389328df26c77d6cf1d4170eef65-p_e.jpg,True,False,,False,/homedetails/3501-W-53rd-Ave-Denver-CO-80221/13027358_zpid/,ForSale,For Sale (Broker),False,False,False,3501 W 53rd Ave Denver CO 80221,https://photos.zillowstatic.com/fp/8dd1dd7033ea7ca8cc1a403da3dafc72-zillow_web_inf_14.jpg,MLS ID #3773681,Fresco Real Estate,True,False,False,,3905550486,39.79317,-105.03328,PRICE_REDUCTION,"$26,000 (Apr 18)",,13027358,80221,Denver,CO,39.79317,-105.03328,669000.0,1681801200000.0,2.0,4.0,2814.0,SINGLE_FAMILY,FOR_SALE,-1,False,False,,3453.0,True,"$26,000 (Apr 18)",False,False,FOR_SALE,669000.0,-26000.0,True,False,False,USD,USA,502343.0,7405.0,sqft,,,,,,,,,,,,,,,,,,,3.0,Westminster 50 School District,1.0,1951.0,1951.0,2599.0,2599.0,7500.0,8200.0,26710.0,Adams County,"1,212",Finished,Finished,,,Forced Air,7,Good,Ranch,Frame,Fair,Frame/Vinyl,,Gable,Residential,BERKELEY GARDENS,"2,599","1,399","2,951",1,,SUB:BERKELEY GARDENS NUMBER ONE DESC: E 75 FT OF PLOT 6,Attached Garage,340,Attached,1,"7,500",6,,,0.1722,SINGLE FAMILY RESID,2022,,Central,,"2,611",,R-1-C,,,,,,,,,75,100,,,,,,,,,,,,,
454,13767232,"$898,000",$898K,4.0,3.0,2150.0,FOR_SALE,House for sale,False,False,False,https://photos.zillowstatic.com/fp/963eab8682e54980d7a1ebc9fe6abbbc-p_e.jpg,True,False,,False,/homedetails/170-S-Garland-St-Lakewood-CO-80226/13767232_zpid/,ForSale,For Sale (Broker),False,False,False,170 S Garland St Lakewood CO 80226,https://photos.zillowstatic.com/fp/8dd1dd7033ea7ca8cc1a403da3dafc72-zillow_web_inf_14.jpg,MLS ID #9847954,Keller Williams Advantage Realty LLC,True,False,False,,3910825486,39.71366,-105.101234,,,,13767232,80226,Lakewood,CO,39.71366,-105.101234,898000.0,,3.0,4.0,2150.0,SINGLE_FAMILY,FOR_SALE,-1,False,False,907070.0,2999.0,True,,False,False,FOR_SALE,898000.0,,True,False,False,USD,USA,498536.0,0.38,acres,,,,,,,,,,,,,,,,,,,5.8,Jefferson County R-1 School District,1.0,1995.0,1995.0,2150.0,2150.0,16456.0,14203.0,20445.0,Jefferson County,,,,1,,Forced Air,,,Ranch,Manufactured/Modular,Fair,,,,Single Family,BONVUE,"2,150","2,150","2,150",1,1,SECTION 10 TOWNSHIP 04 RANGE 69 QTR SW SUBDIVISIONCD 085600 SUBDIVISIONNAME BONVUE BLOCK 001 LOT 0003 SIZE: 16456 TRACT VALUE: .378,Detached Garage,600,Detached,1,"16,456",3,1,,0.3778,,2022,,,,,,,IMPROVED RESID LAND,2,,,,Ranch,Hot Tub/Jacuzzi,Has Pool,,,,,,,,,,,,,,,
455,2058853661,"$1,675,000",$1.68M,3.0,4.0,2662.0,FOR_SALE,House for sale,False,False,False,https://photos.zillowstatic.com/fp/c62ea31683bb836a8c0d5c0e774c1f0b-p_e.jpg,True,False,,False,/homedetails/4685-Osceola-St-Denver-CO-80212/2058853661_zpid/,ForSale,For Sale (Broker),False,False,False,4685 Osceola St Denver CO 80212,https://photos.zillowstatic.com/fp/8dd1dd7033ea7ca8cc1a403da3dafc72-zillow_web_inf_14.jpg,MLS ID #5447150,Compass - Denver,True,False,False,,3915691486,39.781822,-105.0384,PRICE_REDUCTION,"$75,000 (Apr 5)",,2058853661,80212,Denver,CO,39.781822,-105.0384,1675000.0,1680678000000.0,4.0,3.0,2662.0,SINGLE_FAMILY,FOR_SALE,-1,False,False,,,True,"$75,000 (Apr 5)",False,False,FOR_SALE,1675000.0,-75000.0,True,False,False,USD,USA,,6260.0,sqft,,,,,,,,,,,,,,,,,,,5.0,Denver County 1 School District,1.0,1947.0,,858.0,858.0,6260.0,26090.0,1080.0,Denver County,,,,1,,Warm Air,4,Average,,,Average,Brick,,,,BRENDLE PARK ADD,858,858,858,1,,L 47 &amp; 48 BLK 1 BRENDLE PARK ADD,Detached Masonry Garage,244,Detached Masonry,1,"6,260",47,1,DENVER,0.1437,SINGLE FAMILY RESIDENT,2022,DENVER,,,858,,U-SU-C,,,,,,,,,,,5,Gas,858,Public,,,,,,,,,
456,13294038,"$1,735,000",$1.74M,4.0,4.0,3830.0,FOR_SALE,House for sale,False,False,False,https://photos.zillowstatic.com/fp/0cabf1573c31ffd0a213b5c2bc481eba-p_e.jpg,True,False,,False,/homedetails/4630-Quitman-St-Denver-CO-80212/13294038_zpid/,ForSale,For Sale (Broker),False,False,False,4630 Quitman St Denver CO 80212,https://photos.zillowstatic.com/fp/8dd1dd7033ea7ca8cc1a403da3dafc72-zillow_web_inf_14.jpg,MLS ID #3905198,Kentwood Real Estate City Properties,True,False,False,,4344157366,39.78079,-105.0401,OPEN_HOUSE,Open: Sun. 12-2pm,,13294038,80212,Denver,CO,39.78079,-105.0401,1735000.0,1681196400000.0,4.0,4.0,3830.0,SINGLE_FAMILY,FOR_SALE,-1,False,False,1735008.0,7453.0,True,"$90,000 (Apr 11)",False,False,FOR_SALE,1735000.0,-90000.0,True,False,False,USD,USA,1205200.0,6250.0,sqft,True,,Sun. 12-2pm,"[{'open_house_start': 1682276400000, 'open_house_end': 1682283600000}]",,,,,,,,,,,,,,,5.0,Denver County 1 School District,2.0,2017.0,,3451.0,3451.0,6250.0,30390.0,53370.0,Denver County,"1,304",Finished,Full,3,1,Warm Air,9,Good,,,Good,,,,,LAKE HEIGHTS SUB,"3,451","1,304","3,805",2,,L 7 LAKE HEIGHTS SUB,Detached Masonry Garage,597,Detached Masonry,1,"6,250",7,,DENVER,0.1435,SINGLE FAMILY RESIDENT,2022,DENVER,,Has Fireplace,"3,805",,U-SU-C,,,,,,,,,,,16,Gas,"3,805",Public,,,,,,,,,
457,13764206,"$989,000",$989K,3.0,3.0,4780.0,FOR_SALE,House for sale,False,False,False,https://photos.zillowstatic.com/fp/594401bfd1b444c1724022f319244e8a-p_e.jpg,True,False,,False,/homedetails/745-Arbutus-St-Lakewood-CO-80401/13764206_zpid/,ForSale,For Sale (Broker),False,False,False,745 Arbutus St Lakewood CO 80401,https://photos.zillowstatic.com/fp/8dd1dd7033ea7ca8cc1a403da3dafc72-zillow_web_inf_14.jpg,MLS ID #6786021,Homewise  Realty,True,False,False,,4440619487,39.72823,-105.148285,,,,13764206,80401,Lakewood,CO,39.72823,-105.148285,989000.0,,3.0,3.0,4780.0,SINGLE_FAMILY,FOR_SALE,-1,False,False,989005.0,4129.0,True,,False,False,FOR_SALE,989000.0,,True,False,False,USD,USA,481620.0,9583.0,sqft,,,,,,,,,,,,,,,,,,,6.5,Jefferson County R-1 School District,2.0,1966.0,1969.0,2683.0,2683.0,9562.0,10439.0,23034.0,Jefferson County,702,,,1,2,Forced Air,,,,Masonry,Average,,,,Single Family,MOUNTAIN VIEW ESTATES 2ND FLG,"2,683","1,851","3,983",2,2,SECTION 06 TOWNSHIP 04 RANGE 69 QTR SE SUBDIVISIONCD 539400 SUBDIVISIONNAME MOUNTAIN VIEW ESTATES 2ND FLG BLOCK 007 LOT 0010 SIZE: 9562 TRACT VALUE: .220,Attached Garage,598,Attached,1,"9,562",10,7,,0.2195,,2022,,,Has Fireplace,"3,385",,,IMPROVED RESID LAND,,1,,,,,,,,,,,,,,,,,,,,
458,2059017251,"$427,000",$427K,2.0,1.0,947.0,FOR_SALE,House for sale,False,False,False,https://photos.zillowstatic.com/fp/08c683ca0c20cd5a183cfe56b16d93ab-p_e.jpg,True,False,,False,/homedetails/243-Wolff-St-Denver-CO-80219/2059017251_zpid/,ForSale,For Sale (Broker),False,False,False,243 Wolff St Denver CO 80219,https://photos.zillowstatic.com/fp/8dd1dd7033ea7ca8cc1a403da3dafc72-zillow_web_inf_14.jpg,MLS ID #1821226,"eXp Realty, LLC",True,False,False,,4926028488,39.721283,-105.04891,,,,2059017251,80219,Denver,CO,39.721283,-105.04891,427000.0,,1.0,2.0,947.0,SINGLE_FAMILY,FOR_SALE,-1,False,False,,,True,,False,False,FOR_SALE,427000.0,,True,False,False,USD,USA,,9147.6,sqft,,,,,,,,,,,,,,,,,,,3.5,Denver County 1 School District,1.0,1909.0,,947.0,947.0,9320.0,9350.0,13430.0,Denver County,,,,1,,Warm Air,5,Average,,,Average,Frame,,,,HILL &amp; WEBSTERS ADD,947,947,947,1,,HILL &amp; WEBSTERS ADD B1 PT BEG NE COR SD BLK W 30FT S 270FTTO TPOB W 137FT S 68FT E 137FT N 68FT TO TPOB,Carport,174,Carport,1,"9,320",,W,DENVER,0.214,SINGLE FAMILY RESIDENT,2022,DENVER,,Has Fireplace,947,,E-SU-DX,,,,,,,,,,,5,Gas,947,Public,,,,,,,,,
